title,location,property_type,price,price_per_bedroom,bedrooms,bathrooms,price_category,added_date,updated_date,month_added,state
5 Bedroom Fully Detached Duplex,lekki phase 1 lekki lagos,Detached,1200000000,240000000,5,5,High,10/02/2026,18/02/2026,2026-02,Lagos
Land,gerard road ikoyi lagos,land,3700000,0,0,0,Low,10/02/2026,18/02/2026,2026-02,Lagos
4 Bedroom Detached Duplex,lekki phase 1 lekki lagos,Detached,650000000,162500000,4,4,High,10/02/2026,18/02/2026,2026-02,Lagos
4 Bedroom Duplex With Bq,close to sunnyvall lokogoma abuja,duplex,230000000,57500000,4,4,High,15/08/2025,18/02/2026,2025-08,Abuja
4 Bedroom Semi Detached Duplex,river packs lugbe abuja,Detached,320000000,80000000,4,4,High,30/08/2025,18/02/2026,2025-08,Abuja
6 Unit Of 6 Bedroom Semi Detached Duplex With Bq,close to ecobank jabi abuja,Detached,3500000000,0,0,0,High,29/08/2025,18/02/2026,2025-08,Abuja
10units Of 4bedroom Uncompleted Terrace Duplex,diplomatic zone katampe abuja,Flat/Apartment,3000000000,0,0,0,High,08/09/2025,18/02/2026,2025-09,Abuja
Newly Built 4 Bedroom Terraced Duplex With Bq,"gilmore junction, jahi abuja",Terraced,260000000,65000000,4,4,High,28/09/2025,18/02/2026,2025-09,Abuja
12 Units 6 Units Of 3 Bedrooms+6 Units Of 1 Bedroom,close to ndcc gaduwa abuja,Flat/Apartment,700000000,0,0,0,High,18/11/2025,18/02/2026,2025-11,Abuja
4 Bedroom Duplex With 2 Bq,"close to nnpc, guzape abuja",duplex,800000000,200000000,4,4,High,27/01/2026,18/02/2026,2026-01,Abuja
4 Bedroom Terraced Duplex With Bq,close to nnpc guzape abuja,Terraced,350000000,87500000,4,4,High,09/09/2025,18/02/2026,2025-09,Abuja
Luxurious 4 Bedroom Terraced Duplex With Bq,main katampe main abuja,Terraced,285000000,71250000,4,4,High,15/10/2025,18/02/2026,2025-10,Abuja
Newly Built 5 Bedroom Detached Duplex With Bq,mai mabushi abuja,Detached,500000000,100000000,5,5,High,15/10/2025,18/02/2026,2025-10,Abuja
Newly Built 6 Bedroom Detached Duplex With Bq,"close to vio, mabushi abuja",Detached,655000000,131000000,5,5,High,15/10/2025,18/02/2026,2025-10,Abuja
Distress Sale 7400sqm Commercial Unspecified Fcda Cofo,on the major road beside lifemade furnitures garki 2 abuja,Commercial land,3500000000,0,0,0,High,06/02/2026,18/02/2026,2026-02,Abuja
37 Shops,zone 1 wuse 1 abuja,maisonette,3500000000,0,0,0,High,19/09/2025,18/02/2026,2025-09,Abuja
5 Bedroom Detached Duplex,close to h medix guzape abuja,Detached,580000000,116000000,5,5,High,08/09/2025,18/02/2026,2025-09,Abuja
Distress 9 Units Of 3 Bedroom Flat,"close to pacesetters school, guzape abuja",Flat/Apartment,1500000000,0,0,0,High,09/01/2026,18/02/2026,2026-01,Abuja
Luxurious 4 Bedroom Detached Duplex With Bq/pool,"close to sunnyvale estate, galadimawa abuja",Detached,480000000,96000000,5,5,High,15/10/2025,18/02/2026,2025-10,Abuja
Luxurious 5 Bedroom Detached Duplex With Bq,"close to fairview school, guzape abuja",Detached,2500000000,500000000,5,5,High,05/10/2025,18/02/2026,2025-10,Abuja
5 Bedroom Detached Duplex With Bq,kado abuja,Detached,750000000,150000000,5,5,High,05/11/2025,18/02/2026,2025-11,Abuja
8 Bedroom Detached Duplex With Bq,close to nnpc estate guzape abuja,Detached,2500000000,312500000,8,8,High,23/01/2026,18/02/2026,2026-01,Abuja
Distress Pre Finished 3 Bedroom Apartment With Bq,"close to bannex bridge, katampe main abuja",Flat/Apartment,85000000,28333333,3,3,High,03/11/2025,18/02/2026,2025-11,Abuja
6 Units Of The Apartment On 1500sqm,mai jabi jabi abuja,Flat/Apartment,1300000000,0,0,0,High,22/12/2025,18/02/2026,2025-12,Abuja
4 Bedroom Terrace Duplex,close to stella marris school life camp abuja,Terraced,230000000,57500000,4,4,High,04/01/2026,18/02/2026,2026-01,Abuja
8 Units 3 Bedroom Block Of Flats,zone 4 zone 4 wuse 1 abuja,Flat/Apartment,1600000,0,0,0,Low,11/12/2025,18/02/2026,2025-12,Abuja
6 Bedroom Detached Duplex,close to farmers market maitama abuja,Detached,2500000000,416666667,6,6,High,11/09/2025,18/02/2026,2025-09,Abuja
3000sqm Land,guzape abuja,land,850000000,0,0,0,High,26/08/2025,18/02/2026,2025-08,Abuja
5 Bedroom Detached Duplex With Bq,national assembly by nepal junction apo abuja,Detached,240000000,48000000,5,5,High,12/09/2025,18/02/2026,2025-09,Abuja
5 Bedroom Duplex,diplomatic zone katampe abuja,duplex,350000000,0,0,0,High,16/09/2025,18/02/2026,2025-09,Abuja
5 Units Of 6 Bedroom Detached Duplex With Bq,"close to vio office, mabushi abuja",Detached,3200000000,533333333,6,6,High,19/08/2025,18/02/2026,2025-08,Abuja
3 Bedroom Duplex,engineer lere adigun gra basorun ibadan oyo,duplex,250000,83333,3,3,Low,08/11/2025,18/02/2026,2025-11,Oyo
5 Bedroom Flat,minister's hill maitama maitama abuja,Flat/Apartment,2000000000,400000000,5,5,High,18/11/2025,18/02/2026,2025-11,Abuja
Newly Built 4 Bedroom Terraced Duplex With Bq,gudu apo abuja,Terraced,245000000,61250000,4,4,High,15/10/2025,18/02/2026,2025-10,Abuja
House,garki 2 abuja,house,9500000000,0,0,0,High,08/10/2025,18/02/2026,2025-10,Abuja
Distress Cofo Land Size 9000sqm,guzape bala guzape abuja,land,1000000000,0,0,0,High,07/08/2025,18/02/2026,2025-08,Abuja
5 Bedroom Detached Duplex +penthouse,main gwarinpa abuja,Detached,450000000,90000000,5,5,High,16/08/2025,18/02/2026,2025-08,Abuja
6 Units Of 3 Bedrooms Flat,close to zarthet wuye abuja,Flat/Apartment,650000000,0,0,0,High,01/09/2025,18/02/2026,2025-09,Abuja
Pre Finished 3 Bedroom Flat,main jabi abuja,Flat/Apartment,85000000,28333333,3,3,High,15/10/2025,18/02/2026,2025-10,Abuja
5 Bedroom Detached Duplex With 1 Bq,"close to sunnyvale, lokogoma abuja",Detached,475000000,95000000,5,5,High,06/01/2026,18/02/2026,2026-01,Abuja
Newly Built 4 Bedroom Terraced Duplex With Bq,"gilmore, jahi abuja",Terraced,250000000,62500000,4,4,High,15/10/2025,18/02/2026,2025-10,Abuja
Luxurious 4bedroom Terraces With Bq En Suite,close to nnpc guzape abuja,Terraced,350000000,87500000,4,4,High,22/08/2025,18/02/2026,2025-08,Abuja
5 Bedroom Detached Duplex +bq,close to next cash and carry mabushi abuja,Detached,500000000,100000000,5,6,High,07/12/2025,18/02/2026,2025-12,Abuja
4 Bedroom Semi Detached Duplex,main katampe main abuja,Detached,200000000,50000000,4,5,High,28/09/2025,18/02/2026,2025-09,Abuja
4 Bedroom Terrace Duplex With Bq,close to fairview school guzape abuja,Terraced,370000000,92500000,4,4,High,18/02/2026,18/02/2026,2026-02,Abuja
4 Bedroom Detached Bungalow With Bq,by cedar crest hospital apo abuja,Detached,145000000,36250000,4,4,High,02/01/2026,18/02/2026,2026-01,Abuja
Land,close to nnpc estate wuye abuja,land,4500000000,0,0,0,High,05/12/2025,18/02/2026,2025-12,Abuja
4 Units Of 3 Bedroom & 2 Units Of 2 Bedroom With Bq,close to lake view jabi abuja,Flat/Apartment,3500000000,0,0,0,High,19/12/2025,18/02/2026,2025-12,Abuja
4.40hactares Of Housing Estate Land,apo wasa apo abuja,land,550000000,0,0,0,High,15/10/2025,18/02/2026,2025-10,Abuja
7 Units Of 3 Bedroom Terraced Duplex With Bq,"diplomatic zone, katampe extension katampe abuja",Flat/Apartment,1600000000,0,0,0,High,09/01/2026,18/02/2026,2026-01,Abuja
4 Bedroom Duplex Caracas Bq,lokogoma abuja,duplex,130000000,32500000,4,4,High,15/08/2025,18/02/2026,2025-08,Abuja
Newly Built 4 Bedroom Detached Triplex With Bq And Acs,kolapo ishola gra akobo ibadan oyo,Detached,280000000,70000000,4,4,High,07/02/2026,18/02/2026,2026-02,Oyo
4 Bedroom Terraced Duplex,off amazon maitama abuja,Terraced,900000000,225000000,4,4,High,25/01/2026,18/02/2026,2026-01,Abuja
6 Bedroom Detached Duplex With 2 Bq,"close to queen estate, gwarinpa abuja",Detached,410000000,82000000,5,5,High,03/09/2025,18/02/2026,2025-09,Abuja
7 Bedroom Flat,opposite maitama katampe main abuja,Flat/Apartment,750000000,107142857,7,7,High,25/01/2026,18/02/2026,2026-01,Abuja
5 Bedroom Detached Duplex With Bq,main gwarinpa abuja,Detached,400000000,80000000,5,5,High,26/01/2026,18/02/2026,2026-01,Abuja
Furnished 4 Bedroom Terraced Duplex With Bq,close to turkey hospital idu abuja,Terraced,140000000,35000000,4,4,High,06/01/2026,18/02/2026,2026-01,Abuja
5 Bedroom Detached Duplex With Bq,close to turkey hospital idu abuja,Detached,340000000,68000000,5,5,High,23/01/2026,18/02/2026,2026-01,Abuja
Plaza,on major road wuse 2 abuja,plaza|mall|complex,9000000000,0,0,0,High,30/09/2025,18/02/2026,2025-09,Abuja
5 Bedroom Detached Duplex,national assembly quarters zone c apo abuja,Detached,350000000,70000000,5,5,High,11/09/2025,18/02/2026,2025-09,Abuja
7 Bedroom Flats,close to peace setters school guzape abuja,Flat/Apartment,3000000000,428571429,7,7,High,17/12/2025,18/02/2026,2025-12,Abuja
4 Bedroom Terrace Duplex +1 Room Bq,american international school durumi abuja,Terraced,250000000,62500000,4,4,High,08/12/2025,18/02/2026,2025-12,Abuja
7 Units Of 2 Bedroom Flat,main mabushi abuja,Flat/Apartment,500000000,0,0,0,High,26/09/2025,18/02/2026,2025-09,Abuja
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,main gwarinpa abuja,Detached,550000000,0,0,0,High,28/09/2025,18/02/2026,2025-09,Abuja
4 Bedroom Detached Bungalow + 2 Bedroom Bungalow Bq,close to ebeano suppermarket lokogoma abuja,Detached,240000000,60000000,4,4,High,11/11/2025,18/02/2026,2025-11,Abuja
Land,close to vio mabushi abuja,land,400000000,0,0,0,High,02/12/2025,18/02/2026,2025-12,Abuja
Newly Built 4 Bedroom Terraced Duplex With Bq,"close to old cbn, garki 2 abuja",Terraced,240000000,60000000,4,4,High,15/10/2025,18/02/2026,2025-10,Abuja
2730sqm Land,"very close to nnpc, guzape abuja",land,1500000000,0,0,0,High,17/09/2025,18/02/2026,2025-09,Abuja
8 Bedroom Flat,close to rita lori garki 2 abuja,Flat/Apartment,650000000,81250000,8,8,High,14/08/2025,18/02/2026,2025-08,Abuja
9 Bedroom Mansion+2 Room Guesthouse,main maitama abuja,house,9000000000,1000000000,9,9,High,10/09/2025,18/02/2026,2025-09,Abuja
1 Bedroom Maisonette,"off freedom way, lekki phase 1 freedom way lekki lagos",maisonette,110000,110000,1,1,Low,03/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Detached Duplex,behind vio mabushi abuja,Detached,650000000,130000000,5,5,High,16/09/2025,18/02/2026,2025-09,Abuja
6 Bedroom Detached Duplex,main life camp abuja,Detached,265000000,44166667,6,6,High,08/09/2025,18/02/2026,2025-09,Abuja
Newly Built 5 Bedroom Detached Duplex,main lokogoma abuja,Detached,350000000,70000000,5,5,High,05/09/2025,18/02/2026,2025-09,Abuja
11 Bedroom Mansion And 1 Bedroom Guest Chalet With Bq,"close to ecowas, asokoro abuja",mansion,4000000000,400000000,10,10,High,06/01/2026,18/02/2026,2026-01,Abuja
9 Bedroom Mansion With 2 Bq,"efab metropolis, gwarinpa abuja",mansion,750000000,83333333,9,9,High,03/09/2025,18/02/2026,2025-09,Abuja
Luxurious 5 Bedroom Semi Detached Duplex Bq,"close to rock view hotel, wuse 2 abuja",Detached,750000000,150000000,5,5,High,30/10/2025,18/02/2026,2025-10,Abuja
Luxurious 3 Bedroom Apartment With Bq,prince and princess estate kaura (games village) abuja,Flat/Apartment,280000000,93333333,3,3,High,16/12/2025,18/02/2026,2025-12,Abuja
6 Bedroom Fully Detached Duplex With 2 Bq,"zone 7 by nafdac, wuse 1 abuja",Detached,700000000,116666667,6,6,High,09/08/2025,18/02/2026,2025-08,Abuja
6 Bedroom Detached Duplex With Cinema + Elevator,guzape abuja,Detached,4000000000,571428571,7,7,High,27/01/2026,18/02/2026,2026-01,Abuja
5 Bedroom Detached Duplex With Swimming Pool,guzape abuja,Detached,2200000000,440000000,5,5,High,21/01/2026,18/02/2026,2026-01,Abuja
Automated 5 Bedroom Terraced Duplex With Bq,wuye abuja,Terraced,500000000,125000000,4,5,High,26/11/2025,18/02/2026,2025-11,Abuja
Newly Built 3 Bedroom Apartment With Bq,lekki phase 1 lekki lagos,Flat/Apartment,300000000,100000000,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Massive 5 Bedroom Detached Duplex With Elevator,lekki phase 1 lekki lagos,Detached,1300000000,260000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Newly Built 1 Bedroom Apartment,jahi abuja,Flat/Apartment,90000000,90000000,1,1,High,19/01/2026,18/02/2026,2026-01,Abuja
Newly Built 5 Bedroom Detached Duplex With Bq,by navy quaters jahi abuja,Detached,850000000,170000000,5,5,High,13/11/2025,18/02/2026,2025-11,Abuja
5 Bedroom Detached Duplex With Bq,diplomatic zone katampe extension katampe abuja,Detached,1500000000,300000000,5,5,High,27/11/2025,18/02/2026,2025-11,Abuja
Newly Built 4 Bedroom Terrace Duplex,freedom way lekki phase 1 lekki lagos,Terraced,350000000,87500000,4,4,High,21/12/2025,18/02/2026,2025-12,Lagos
Luxury 5 Bedroom Detached Duplex With Swimming Pool,royal garden estate ajiwe ajah lagos,Detached,650000000,130000000,5,5,High,12/02/2026,18/02/2026,2026-02,Lagos
Newly Built 4 Bedroom Maisonette With Elevator,mojisola onikoyi estate ikoyi lagos,maisonette,2200000000,550000000,4,4,High,14/02/2026,18/02/2026,2026-02,Lagos
Luxury 4 Bedroom Terrace Duplex With Bq,jahi abuja,Terraced,320000000,80000000,4,4,High,28/01/2026,18/02/2026,2026-01,Abuja
Massive 4 Bedroom Terrace Duplex With Bq,oniru market lekki phase 1 lekki lagos,Terraced,450000000,112500000,4,4,High,02/02/2026,18/02/2026,2026-02,Lagos
Massive 5 Bedroom Detached Duplex With Elevator Shaft,apo resettlement apo abuja,Detached,580000000,116000000,5,5,High,09/02/2026,18/02/2026,2026-02,Abuja
6 Bedroom Detached Duplex With Elevator,katampe extension katampe abuja,Detached,1500000000,250000000,6,6,High,01/02/2026,18/02/2026,2026-02,Abuja
5 Bedroom Detached Duplex,guzape abuja,Detached,1500000000,300000000,5,5,High,23/01/2026,18/02/2026,2026-01,Abuja
5 Bedroom Detached Duplex,2nd toll gate lekki lagos,Detached,480000000,96000000,5,5,High,28/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Terrace Duplex In An Elite Estate,by coza church guzape abuja,Terraced,1500000000,300000000,5,5,High,27/01/2026,18/02/2026,2026-01,Abuja
5 Bedroom Detached Duplex With Bq,guzape abuja,Detached,800000000,160000000,5,5,High,28/01/2026,18/02/2026,2026-01,Abuja
Affordable 4 Bedroom Terraced Duplex With Bq,wuye abuja,Terraced,310000000,77500000,4,4,High,26/11/2025,18/02/2026,2025-11,Abuja
4 Bedroom Terrace Duplex,jahi by navy quaters jahi abuja,Terraced,350000000,87500000,4,4,High,22/12/2025,18/02/2026,2025-12,Abuja
Luxury 5 Bedroom Terraced Duplex With Elevator,"jahi by gilmore, jahi abuja",Terraced,600000000,120000000,5,5,High,19/01/2026,18/02/2026,2026-01,Abuja
Luxury 6 Bedroom Detached Duplex With Elevator,"market square, kado abuja",Detached,1000000000,166666667,6,6,High,08/10/2025,18/02/2026,2025-10,Abuja
Luxury 4 Bedroom Semi Detached Duplex,"maiyegun beach estate jakande, lekki phase 1 lekki lagos",Detached,600000000,150000000,4,4,High,24/10/2025,18/02/2026,2025-10,Lagos
Newly Built 4 Bedroom Penthouse Maisonette,banana island ikoyi lagos,penthouse,2800000000,700000000,4,4,High,14/02/2026,18/02/2026,2026-02,Lagos
Newly Built 4 Bedroom Detached Duplex With Bq,maitama abuja,Detached,1500000000,375000000,4,4,High,15/02/2026,18/02/2026,2026-02,Abuja
5 Bedroom Detached Duplex With Elevator Shaft,katampe extension katampe abuja,Detached,1400000000,280000000,5,5,High,25/01/2026,18/02/2026,2026-01,Abuja
Luxury 2 Bedroom Maisonette With Elevator,lekki phase 1 lekki lagos,maisonette,450000000,225000000,2,2,High,06/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bedroom Apartment With Elevator,lekki phase 1 lekki lagos,Flat/Apartment,305000000,152500000,2,2,High,19/01/2026,18/02/2026,2026-01,Lagos
Massive 4 Bedroom Terrace Duplex ( Semi Finished),mabushi abuja,Terraced,380000000,95000000,4,4,High,05/02/2026,18/02/2026,2026-02,Abuja
Newly Built 4 Bedroom Terrace Duplex With Bq,aso drive maitama abuja,Terraced,900000000,225000000,4,4,High,12/11/2025,18/02/2026,2025-11,Abuja
Luxury 2 Bedroom Apartment With Elevator,lekki phase 1 lekki lagos,Flat/Apartment,250000000,125000000,2,2,High,05/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bedroom Detached Duplex With Bq,lekki phase 1 lekki lagos,Detached,850000000,170000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bedroom Detached Duplex With Bq,parkview estate ikoyi lagos,Detached,1750000000,350000000,5,5,High,06/02/2026,18/02/2026,2026-02,Lagos
Luxury 4 Bedroom Terrace Duplex,utako abuja,Terraced,350000000,87500000,4,4,High,24/11/2025,18/02/2026,2025-11,Abuja
Massive 5 Bedroom Detached Duplex With Swimming Pool,guzape abuja,Detached,1700000000,340000000,5,5,High,22/01/2026,18/02/2026,2026-01,Abuja
4 Bedroom Semi Detached Duplex With Bq,kado abuja,Detached,360000000,90000000,4,4,High,25/01/2026,18/02/2026,2026-01,Abuja
Newly Built 4 Bedroom Terrace Duplex With Bq,guzape abuja,Terraced,500000000,125000000,4,4,High,23/01/2026,18/02/2026,2026-01,Abuja
5 Bedroom Detached Duplex With Elevator + Cinema,diplomatic zone katampe abuja,Detached,1600000000,320000000,5,5,High,21/10/2025,18/02/2026,2025-10,Abuja
6 Bedroom Detached Duplex,diplomatic zone katampe extension katampe abuja,Detached,2000000000,333333333,6,6,High,24/01/2026,18/02/2026,2026-01,Abuja
Newly Built 4 Bedroom Terrace Duplex With Bq,asokoro abuja,Terraced,600000000,150000000,4,4,High,19/11/2025,18/02/2026,2025-11,Abuja
4 Bedroom Terrace Duplex With Swimming Pool,oniru victoria island lagos,Terraced,700000000,175000000,4,4,High,14/12/2025,18/02/2026,2025-12,Lagos
2 Bedroom Apartment With Elevator + Pool,oniru victoria island lagos,Flat/Apartment,350000000,175000000,2,2,High,14/12/2025,18/02/2026,2025-12,Lagos
Newly Built 4 Bedroom Terrace Duplex With Bq,maitama main maitama abuja,Terraced,800000000,200000000,4,4,High,08/10/2025,18/02/2026,2025-10,Abuja
Luxury 4 Bedroom Terrace Duplex With Elevator,parkview estate ikoyi lagos,Terraced,1400000000,350000000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Newly Built 4 Bedroom Terrace Duplex,nike art gallary lekki phase 1 lekki lagos,Terraced,350000000,87500000,4,4,High,11/02/2026,18/02/2026,2026-02,Lagos
Newly Built 3 Bedroom Apartment In A Good Location,ikate lekki lagos,Flat/Apartment,300000000,100000000,3,3,High,04/02/2026,18/02/2026,2026-02,Lagos
5 Bedroom Detached Duplex With Elevator + Cinema,mojisola onikoyi estate ikoyi lagos,Detached,2300000000,460000000,5,5,High,14/02/2026,18/02/2026,2026-02,Lagos
6 Bedroom Detached Duplex With Basement,by coza church guzape abuja,Detached,1100000000,183333333,6,6,High,23/10/2025,18/02/2026,2025-10,Abuja
4200sqm Plot With Building Approval,katampe extension katampe abuja,land,3500000000,0,0,0,High,23/01/2026,18/02/2026,2026-01,Abuja
Newly Built 5 Bedroom Semi Detached Duplex,mabushi abuja,Detached,330000000,66000000,5,5,High,25/01/2026,18/02/2026,2026-01,Abuja
Semi Finished 6 Bedroom Detached Duplex With Elevator,mabushi abuja,Detached,850000000,141666667,6,6,High,26/01/2026,18/02/2026,2026-01,Abuja
Newly Built 4 Bedroom Terrace Duplex With Bq,mabushi abuja,Terraced,300000000,75000000,4,4,High,10/11/2025,18/02/2026,2025-11,Abuja
Newly Built 4 Bedroom Terrace Duplex With Bq,jahi abuja,Terraced,500000000,125000000,4,4,High,19/01/2026,18/02/2026,2026-01,Abuja
New 2 Bedroom Apartment With Pool And Gym,ikate lekki lagos,Flat/Apartment,225000000,112500000,2,2,High,05/02/2026,18/02/2026,2026-02,Lagos
New 5 Bedroom Detached Duplex,ikota lekki lagos,Detached,450000000,112500000,4,4,High,29/01/2026,18/02/2026,2026-01,Lagos
New 4 Bedroom Semi Detached Duplex,ikate lekki lagos,Detached,350000000,87500000,4,4,High,29/01/2026,18/02/2026,2026-01,Lagos
Newly Built 2 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,230000000,115000000,2,2,High,26/01/2026,18/02/2026,2026-01,Lagos
"New 5 Bedroom Detached Duplex ,rooftop Terrace And Pool",lekki phase 1 lekki lagos,Detached,900000000,180000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
New 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,250000000,125000000,2,2,High,29/01/2026,18/02/2026,2026-01,Lagos
New 2 Bedroom Apartment,lekki lagos,Flat/Apartment,220000000,110000000,2,2,High,26/01/2026,18/02/2026,2026-01,Lagos
"New 2 Bedroom Apartment With Pool,solar",lekki phase 1 lekki lagos,Flat/Apartment,350000000,175000000,2,2,High,05/02/2026,18/02/2026,2026-02,Lagos
New 2 Bedroom Apartment For Sale By Costal Road,"new coastal road, new road bustop lekki phase 1 lekki lagos",Flat/Apartment,100000000,50000000,2,2,High,04/02/2026,18/02/2026,2026-02,Lagos
New 5 Bedroom Detached Duplex With Pool,2nd toll gate lekki lagos,Detached,450000000,90000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
New 3 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,400000000,133333333,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
New 4 Bedroom Detached Duplex,2nd toll gate lekki lagos,Detached,500000000,100000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
New 5 Bedroom Detached Duplex With Swimming Pool,chevron lekki lagos,Detached,620000000,124000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
"New 5 Bedroom Duplex,open Terrace,cinema,pool",ikate lekki lagos,Terraced,700000000,140000000,5,5,High,29/01/2026,18/02/2026,2026-01,Lagos
Offplan 4 Bedroom Terrace Duplex,ikoyi lagos,Terraced,1200000000,300000000,4,4,High,26/01/2026,18/02/2026,2026-01,Lagos
New 5 Bedroom Detached Duplex,2nd toll gate lekki lagos,Detached,450000000,112500000,4,4,High,29/01/2026,18/02/2026,2026-01,Lagos
New 5 Bedroom Duplex With Swimming Pool,ikota lekki lagos,duplex,430000000,86000000,5,5,High,29/01/2026,18/02/2026,2026-01,Lagos
5 Bedroom Penthouse Duplex With A Kitchenette Bq,agodi gra agodi ibadan oyo,penthouse,500000000,100000000,5,4,High,06/02/2026,18/02/2026,2026-02,Oyo
New 3 Bedroom Terrace With Bq,harris drive beside vgc vgc lekki lagos,Terraced,160000000,53333333,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
New 4 Bedroom Detached Duplex,orchid lekki lagos,Detached,320000000,80000000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Land,"olive garden estate/majesty estate, nta ozuoba/ obio akpor ph, rivers port harcourt rivers",land,48300000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Land,sydney estate/rumuekeni/ aluu road ph rivers port harcourt rivers,land,14000000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Land,flourish estate/rupokwu/ ph rivers rupkpokwu port harcourt rivers,land,18000000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Land,"obio akpor lga/rose quartz estate / iwofe/ rumuolumeni ph, rivers port harcourt rivers",land,30000000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
A Val/md Birthday Discount Sale??,aiyetoro/aviara/ opp lekki int'l airport free trade zone ibeju lekki lagos,maisonette,35000000,0,0,0,Mid,18/02/2026,18/02/2026,2026-02,Lagos
Land,casa royale estate /eliozu/eliogbolo ph rivers eliozu port harcourt rivers,land,49500000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Valentine's Discount Sales,aiyetoro/ airview estate/ beside lekki int'l airport ibeju lekki lagos,maisonette,23500000,0,0,0,Mid,18/02/2026,18/02/2026,2026-02,Lagos
Land,transwoji/ royal echelon estate/ obio akpor ph rivers port harcourt rivers,land,35000000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Land In Sars Road,"mandela prime estate/?? location: sars road, ph / rumuigbo/ rumuola port harcourt rivers",land,49000000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Water View Land,fimie ama/ atlantic view estate/abuloma rivers port harcourt rivers,land,38500000,0,0,0,Mid,17/02/2026,18/02/2026,2026-02,Rivers
Luxury 3 Bedroom Apartment With Bq,old ikoyi ikoyi lagos,Flat/Apartment,745000000,248333333,3,3,High,16/12/2025,18/02/2026,2025-12,Lagos
4 Bedroom Semi Detached House,parkview estate ikoyi lagos,Detached,1199000000,299750000,4,4,High,20/11/2025,18/02/2026,2025-11,Lagos
Luxury Oceanfront 2 Bedroom Apartment/tennis/pool,"lekki phase 1 right side, lekki phase 1 lekki lagos",Flat/Apartment,500000000,250000000,2,2,High,28/11/2025,18/02/2026,2025-11,Lagos
3 Bedroom Apartment+bq+pool+tennis,banana island estate banana island ikoyi lagos,Flat/Apartment,900000000,300000000,3,3,High,25/11/2025,18/02/2026,2025-11,Lagos
Newly Built 3 Bedroom Penthouse,off banana island road ikoyi lagos,penthouse,1200000000,400000000,3,3,High,19/11/2025,18/02/2026,2025-11,Lagos
Newly Built 3 Bedroom Apartment,off awolowo road ikoyi s.w ikoyi lagos,Flat/Apartment,280000000,93333333,3,3,High,14/12/2025,18/02/2026,2025-12,Lagos
Premium 3 Bedroom Apartment + Bq,old ikoyi ikoyi lagos,Flat/Apartment,700000000,233333333,3,3,High,24/11/2025,18/02/2026,2025-11,Lagos
4 Bedroom Apartment,off banana island road ikoyi lagos,Flat/Apartment,479000000,119750000,4,4,High,05/12/2025,18/02/2026,2025-12,Lagos
Furnished 3 Bedroom Apartment With Bq,"banana island estate, ikoyi lagos",Flat/Apartment,799999999,266666666,3,3,High,14/12/2025,18/02/2026,2025-12,Lagos
4 Bedroom Terrace House +bq,mojisola onikoyi estate mojisola onikoyi estate ikoyi lagos,Terraced,599999999,150000000,4,4,High,11/12/2025,18/02/2026,2025-12,Lagos
"Land Measuring 2,714.57 Sqmts",palm grove estate ikorodu road (ilupeju) ilupeju lagos,land,1800000000,0,0,0,High,16/12/2025,18/02/2026,2025-12,Lagos
"Land Measuring 2,000sqmts","banana island estate, ikoyi lagos",land,3500000,0,0,0,Low,16/12/2025,18/02/2026,2025-12,Lagos
Premium 4 Bedroom Terrace Duplex With Bq,banana island ikoyi lagos,Terraced,1400000000,350000000,4,4,High,24/11/2025,18/02/2026,2025-11,Lagos
4 Bedroom Terrace House +bq+pool,old ikoyi old ikoyi ikoyi lagos,Terraced,1100000000,275000000,4,4,High,11/12/2025,18/02/2026,2025-12,Lagos
4 Units Of 3 Bedroom Terrace Duplex,omorire johnson street lekki phase 1 lekki lagos,Flat/Apartment,1400000000,466666667,3,3,High,10/10/2025,18/02/2026,2025-10,Lagos
