title,location,property_type,price,price_per_bedroom,bedrooms,bathrooms,price_category,added_date,updated_date,month_added,state
3 bedroom flat / apartment for sale,"Wuye, Abuja",Flat / Apartment,185000000,61666666.67,3,3,High,19/02/2026,22/02/2026,2026-02,abuja
4 bedroom semi-detached duplex for sale,"By 69, Gwarinpa, Abuja",Semi-detached Duplex,285000000,71250000,4,4,High,17/06/2025,18/02/2026,2025-06,abuja
4 bedroom terraced duplex for sale,"3rd Avenue, Gwarinpa, Abuja",Terraced Duplex,185000000,46250000,4,4,High,30/10/2025,16/02/2026,2025-10,abuja
4 bedroom terraced duplex for sale,"Kaura By Sun City Traffic Light, Kaura, Abuja",Terraced Duplex,175000000,43750000,4,4,High,16/02/2026,16/02/2026,2026-02,abuja
5 bedroom detached duplex for sale,"Apo, Abuja",Detached Duplex,600000000,120000000,5,5,High,18/02/2026,21/02/2026,2026-02,abuja
Land for sale,"Katampe, Abuja",Land,240000000,0,0,0,High,18/02/2026,18/02/2026,2026-02,abuja
4 bedroom detached duplex for sale,"Asokoro District, Abuja",Detached Duplex,1700000000,425000000,4,5,High,18/02/2026,18/02/2026,2026-02,abuja
4 bedroom detached duplex for sale,"Trumpy Estates, Lugbe District, Abuja",Detached Duplex,130000000,32500000,4,4,High,18/02/2026,19/02/2026,2026-02,abuja
4 bedroom detached duplex for sale,"Gwarinpa, Karsana, Abuja",Detached Duplex,550000000,137500000,4,5,High,18/02/2026,18/02/2026,2026-02,abuja
3 bedroom flat / apartment for sale,"Wuse, Abuja",Flat / Apartment,1.85E+11,61666666667,3,4,High,18/02/2026,18/02/2026,2026-02,abuja
7 bedroom detached duplex for sale,"Garki, Abuja",Detached Duplex,600000000,85714285.71,7,8,High,21/09/2025,15/02/2026,2025-09,abuja
4 bedroom house for sale,"Jabi, Abuja",House,350000000,87500000,4,5,High,25/10/2025,15/02/2026,2025-10,abuja
4 bedroom semi-detached duplex for sale,"Wuye, Abuja",Semi-detached Duplex,400000000,100000000,4,5,High,27/10/2025,15/02/2026,2025-10,abuja
4 bedroom terraced duplex for sale,"Jabi, Abuja",Terraced Duplex,250000000,62500000,4,5,High,27/10/2025,15/02/2026,2025-10,abuja
6 bedroom detached duplex for sale,"Utako, Abuja",Detached Duplex,650000000,108333333.3,6,8,High,03/11/2025,15/02/2026,2025-11,abuja
2 bedroom flat / apartment for sale,"Wuse, Abuja",Flat / Apartment,750000000,375000000,2,2,High,28/11/2025,15/02/2026,2025-11,abuja
3 bedroom flat / apartment for sale,"Blossom Estate, Dawaki, Gwarinpa, Abuja",Flat / Apartment,35000000,11666666.67,3,4,Mid,17/02/2026,23/02/2026,2026-02,abuja
Residential land for sale,"Gwarinpa, Abuja",Residential Land,600000000,0,0,0,High,18/02/2026,19/02/2026,2026-02,abuja
Mixed-use land for sale,"Gwagwalada, Abuja",Mixed-use Land,3600000,0,0,0,Low,09/02/2026,21/02/2026,2026-02,abuja
Residential land for sale,"Guzape 2, Guzape District, Abuja",Residential Land,2500000000,0,0,0,High,26/10/2025,18/02/2026,2025-10,abuja
5 bedroom semi-detached duplex for sale,"Asokoro Heights, Guzape District, Abuja",Semi-detached Duplex,350000000,70000000,5,5,High,25/10/2025,18/02/2026,2025-10,abuja
4 bedroom terraced duplex for sale,"Eagle View Estate, Behind Centenary City, Kuje, Abuja",Terraced Duplex,9000000,2250000,4,5,Low,17/10/2025,18/01/2026,2025-10,abuja
Residential land for sale,"Broadview Estate, Idu Industrial, Abuja",Residential Land,25000000,0,0,0,Mid,11/07/2025,18/02/2026,2025-07,abuja
2 bedroom flat / apartment for sale,"Arab Road, Kubwa, Abuja",Flat / Apartment,1500000000,750000000,2,2,High,23/11/2025,18/02/2026,2025-11,abuja
Filling station for sale,"Bwari, Abuja",Filling Station,500000000,0,0,3,High,02/01/2026,18/02/2026,2026-01,abuja
Land for sale,"M & B Villa Estate, Sabon Lugbe, Lugbe District, Abuja",Land,25000000,0,0,0,Mid,09/02/2025,03/02/2026,2025-02,abuja
3 bedroom terraced duplex for sale,"Dape, Abuja",Terraced Duplex,200000000,66666666.67,3,4,High,10/02/2026,17/02/2026,2026-02,abuja
5 bedroom detached duplex for sale,"Guzape Main, Guzape District, Abuja",Detached Duplex,545000000,109000000,5,5,High,18/02/2026,18/02/2026,2026-02,abuja
3 bedroom flat / apartment for sale,"By Wuye, Dakibiyu, Abuja",Flat / Apartment,125000000,41666666.67,3,3,High,18/02/2026,18/02/2026,2026-02,abuja
6 bedroom detached duplex for sale,"Gwarimpa Extension, Gwarinpa, Abuja",Detached Duplex,450000000,75000000,6,6,High,16/08/2025,18/02/2026,2025-08,abuja
9 bedroom house for sale,"Off Ikotun Road, Egbe, Lagos",House,130000000,14444444.44,9,9,High,11/02/2026,20/02/2026,2026-02,ibadan
2 bedroom flat / apartment for sale,"Eletu Avenue, Osapa, Lekki, Lagos",Flat / Apartment,155000000,77500000,2,2,High,08/03/2025,21/02/2026,2025-03,ibadan
2 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Flat / Apartment,220000000,110000000,2,2,High,26/08/2024,21/02/2026,2024-08,ibadan
4 bedroom flat / apartment for sale,"Ikoyi, Lagos",Flat / Apartment,750000000,187500000,4,5,High,27/08/2025,23/02/2026,2025-08,ibadan
3 bedroom flat / apartment for sale,"Ikoyi, Lagos",Flat / Apartment,780000000,260000000,3,3,High,27/08/2025,23/02/2026,2025-08,ibadan
Restaurant / bar for sale,"Cele Egbe, Ikotun, Lagos",Restaurant / Bar,95000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,ibadan
6 bedroom house for sale,"Tokunbo Macaulay, Magodo, Lagos",House,750000000,125000000,6,7,High,21/10/2025,15/02/2026,2025-10,ibadan
Land for sale,"Orile, Lagos",Land,2900000000,0,0,0,High,19/11/2025,10/02/2026,2025-11,ibadan
Land for sale,"Perinwinkle Estate, Lekki, Lagos",Land,1400000000,0,0,0,High,06/02/2026,06/02/2026,2026-02,ibadan
5 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",House,850000000,170000000,5,5,High,23/02/2026,23/02/2026,2026-02,ibadan
3 bedroom block of flats for sale,"Akoka, Yaba, Lagos",Block of Flats,350000000,116666666.7,3,3,High,23/02/2026,23/02/2026,2026-02,ibadan
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate Ikate, Ikate, Lekki, Lagos",Semi-detached Duplex,950000000,190000000,5,6,High,23/02/2026,23/02/2026,2026-02,ibadan
3 bedroom flat / apartment for sale,"Off Molade Okoya Thomas, Victoria Island (VI), Lagos",Flat / Apartment,700000000,233333333.3,3,4,High,02/09/2025,23/02/2026,2025-09,ibadan
2 bedroom block of flats for sale,"Off Km 16, Port Harcourt - Aba Expressway, Elelenwo, Port Harcourt, Rivers",Block of Flats,120000000,60000000,2,3,High,13/12/2025,23/02/2026,2025-12,ibadan
3 bedroom flat / apartment for sale,"Off Landbridge Avenue, Oniru, Victoria Island (VI), Lagos",Flat / Apartment,600000000,200000000,3,4,High,02/09/2025,23/02/2026,2025-09,ibadan
2 bedroom block of flats for sale,"Gra, Orazi, Port Harcourt, Rivers",Block of Flats,185000000,92500000,2,3,High,29/01/2026,23/02/2026,2026-01,ibadan
Commercial land for sale,"Blenco Supermarket, Ogidan Sangotedo, Lekki Expressway, Lekki, Lagos",Commercial Land,450000000,0,0,0,High,21/02/2026,21/02/2026,2026-02,ibadan
Commercial land for sale,"General Paint Axis Lekki Epe Expressway, Lekki Expressway, Lekki, Lagos",Commercial Land,3500000000,0,0,0,High,16/02/2026,21/02/2026,2026-02,ibadan
2 bedroom flat / apartment for sale,"Spar Road, Ikate, Ikate, Lekki, Lagos",Flat / Apartment,140000000,70000000,2,2,High,23/02/2026,23/02/2026,2026-02,ibadan
Residential land for sale,"Ablag Road, Sangotedo, Ajah, Lagos",Residential Land,2000000000,0,0,0,High,10/02/2026,16/02/2026,2026-02,ibadan
2 bedroom flat / apartment for sale,"Saka Tinubu, Victoria Island (VI), Lagos",Flat / Apartment,450000000,225000000,2,3,High,02/09/2025,23/02/2026,2025-09,ibadan
1 bedroom block of flats for sale,"Ologolo, Lekki, Lagos",Block of Flats,60000000,60000000,1,2,High,23/02/2026,23/02/2026,2026-02,ibadan
3 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Flat / Apartment,600000000,200000000,3,5,High,02/09/2025,23/02/2026,2025-09,ibadan
2 bedroom flat / apartment for sale,"Off Ademola Adetokunbo, Victoria Island (VI), Lagos",Flat / Apartment,280000000,140000000,2,1,High,02/09/2025,23/02/2026,2025-09,ibadan
5 bedroom detached bungalow for sale,"Unilag Estate, Magodo Isheri, GRA Phase 1, Magodo, Lagos",Detached Bungalow,105000000,21000000,5,5,High,23/02/2026,23/02/2026,2026-02,ibadan
1 bedroom mini flat (room and parlour) for sale,"Oniru, Victoria Island (VI), Lagos",Mini Flat (Room and Parlour),180000000,180000000,1,2,High,28/08/2025,23/02/2026,2025-08,ibadan
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",Semi-detached Duplex,650000000,162500000,4,4,High,22/08/2025,23/02/2026,2025-08,ibadan
5 bedroom detached duplex for sale,"Lekki, Lagos",Detached Duplex,800000000,160000000,5,6,High,22/08/2025,23/02/2026,2025-08,ibadan
2 bedroom flat / apartment for sale,"Off Eko Hotel, Victoria Island (VI), Lagos",Flat / Apartment,450000000,225000000,2,3,High,22/08/2025,23/02/2026,2025-08,ibadan
3 bedroom house for sale,"Igbogbo, Ikorodu, Lagos",House,23000000,7666666.667,3,4,Mid,16/02/2026,16/02/2026,2026-02,ibadan
Commercial land for sale,"Oke-ore, Atan Ota, Ado-Odo/Ota, Ogun",Commercial Land,40000000,0,0,0,Mid,21/02/2026,21/02/2026,2026-02,ibadan
3 bedroom flat / apartment for sale,"Off Ademola Adetokunbo, Victoria Island (VI), Lagos",Flat / Apartment,470000000,156666666.7,3,4,High,22/08/2025,23/02/2026,2025-08,ibadan
4 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Ikate, Lekki, Lagos",Semi-detached Duplex,750000000,187500000,4,4,High,26/09/2025,16/02/2026,2025-09,ibadan
2 bedroom flat / apartment for sale,"Sawmill, Gbagada, Lagos",Flat / Apartment,70000000,35000000,2,2,High,06/02/2026,11/02/2026,2026-02,ibadan
Mixed-use land for sale,"Eluju Agbon, Odeomi, Ogun Waterside, Ogun",Mixed-use Land,5000000,0,0,0,Low,09/01/2026,10/02/2026,2026-01,ibadan
4 bedroom semi-detached duplex for sale,"Phrs One, GRA, Ogudu, Lagos",Semi-detached Duplex,550000000,137500000,4,4,High,23/02/2026,23/02/2026,2026-02,ibadan
3 bedroom flat / apartment for sale,"Haven Pearl Estate, Haven Homes, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,400000000,133333333.3,3,3,High,09/01/2026,23/02/2026,2026-01,ibadan
5 bedroom detached duplex for sale,"Gra, Asaba, Delta",Detached Duplex,500000000,100000000,5,6,High,20/02/2026,20/02/2026,2026-02,ibadan
6 bedroom detached duplex for sale,"Gra, Asaba, Delta",Detached Duplex,600000000,100000000,6,7,High,19/12/2024,20/02/2026,2024-12,ibadan
33 bedroom hotel / guest house for sale,"Asaba, Delta",Hotel / Guest House,350000000,10606060.61,33,33,High,23/04/2025,20/02/2026,2025-04,ibadan
5 bedroom detached duplex for sale,"Gra, By General Hospital, Asaba, Delta",Detached Duplex,400000000,80000000,5,6,High,07/08/2025,20/02/2026,2025-08,ibadan
5 bedroom terraced duplex for sale,"Asaba, Delta",Terraced Duplex,500000000,100000000,5,6,High,20/02/2026,20/02/2026,2026-02,ibadan
4 bedroom flat / apartment for sale,"Off Ozumba Mbadiwe Avenue, Victoria Island (VI), Lagos",Flat / Apartment,1500000000,375000000,4,4,High,13/03/2024,18/02/2026,2024-03,ibadan
Residential land for sale,"Main Idi Ishin, Jericho, Ibadan, Oyo",Residential Land,85000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,ibadan
4 bedroom semi-detached duplex for sale,"Old Ikoyi, Ikoyi, Lagos",Semi-detached Duplex,,,4,4,,23/06/2025,22/02/2026,2025-06,ibadan
1 bedroom flat / apartment for sale,"Victoria Island, Eko Atlantic City, Lagos",Flat / Apartment,420000000,420000000,1,1,High,12/06/2025,16/02/2026,2025-06,ibadan
2 bedroom detached bungalow for sale,"Nta Road, Port Harcourt, Rivers",Detached Bungalow,60000000,30000000,2,2,High,23/02/2026,23/02/2026,2026-02,ibadan
4 bedroom detached duplex for sale,"Eneka, Port Harcourt, Rivers",Detached Duplex,220000000,55000000,4,4,High,23/02/2026,23/02/2026,2026-02,ibadan
3 bedroom detached bungalow for sale,"Rumuodomaya, Port Harcourt, Rivers",Detached Bungalow,90000000,30000000,3,3,High,11/02/2026,18/02/2026,2026-02,ibadan
3 bedroom detached bungalow for sale,"Rumuodumaya / Omachi Estate, Port Harcourt, Rivers",Detached Bungalow,95000000,31666666.67,3,3,High,12/02/2026,23/02/2026,2026-02,ibadan
Mixed-use land for sale,"Abeokuta South, Ogun",Mixed-use Land,4500000,0,0,0,Low,23/02/2026,23/02/2026,2026-02,ibadan
4 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",House,700000000,175000000,4,4,High,31/01/2025,22/02/2026,2025-01,ibadan
3 bedroom detached bungalow for sale,"24/26 Bluestone Estate, Mowe Town, Ogun",Detached Bungalow,75000000,25000000,3,3,High,24/06/2025,23/02/2026,2025-06,ibadan
Commercial land for sale,"Cocoa Republic, Obafemi Owode, Ogun",Commercial Land,3500000,0,0,0,Low,30/12/2025,23/02/2026,2025-12,ibadan
3 bedroom detached bungalow for sale,"Bluestone Estate, Mowe Ofada, Ogun",Detached Bungalow,69000000,23000000,3,3,High,07/11/2025,22/02/2026,2025-11,ibadan
4 bedroom terraced duplex for sale,"Abuja Estate, New Owerri, Owerri Municipal, Imo",Terraced Duplex,200000000,50000000,4,4,High,05/02/2026,22/02/2026,2026-02,ibadan
Mixed-use land for sale,"Off Ugbo, Gra, Benin, Oredo, Edo",Mixed-use Land,85000000,0,0,0,High,22/02/2026,22/02/2026,2026-02,ibadan
4 bedroom detached duplex for sale,"Port Harcourt, Rivers",Detached Duplex,300000000,75000000,4,5,High,06/01/2026,22/02/2026,2026-01,ibadan
Mixed-use land for sale,"Alabata, Just Near Federal University Of Agricultural Abeokuta, Abeokuta South, Ogun",Mixed-use Land,4000000,0,0,0,Low,22/02/2026,23/02/2026,2026-02,ibadan
4 bedroom terraced duplex for sale,"In A Serene And Secured Estate, Oregun, Ikeja, Lagos",Terraced Duplex,290000000,72500000,4,4,High,22/02/2026,22/02/2026,2026-02,ibadan
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Lekki, Lagos",Semi-detached Duplex,850000000,170000000,5,5,High,04/04/2024,23/02/2026,2024-04,ibadan
Self contain (single rooms) for sale,"Directly Facing The Federal University Of Agriculture, Abeokuta, KM 46, Ogun",Self Contain (Single Rooms),12000000,0,0,1,Mid,22/02/2026,22/02/2026,2026-02,ibadan
4 bedroom terraced duplex for sale,"Paradise 2 Estate Chevron Alternative Route, Lekki, Lagos",Terraced Duplex,155000000,38750000,4,4,High,22/02/2026,23/02/2026,2026-02,ibadan
Mixed-use land for sale,"Olodo, Odeda Lga, Ibadan, Oyo",Mixed-use Land,5000000,0,0,0,Low,22/02/2026,22/02/2026,2026-02,ibadan
Residential land for sale,"Around Cowrie Creek Estate, Ikate Elegushi, Lekki, Lagos",Residential Land,600000,0,0,0,Low,27/01/2026,16/02/2026,2026-01,port-harcourt
Residential land for sale,"Nteje, Anambra, Anambra",Residential Land,6500000,0,0,0,Low,04/02/2026,23/02/2026,2026-02,port-harcourt
4 bedroom terraced duplex for sale,"Lekki, Lagos",Terraced Duplex,480000000,120000000,4,4,High,23/02/2026,23/02/2026,2026-02,port-harcourt
5 bedroom detached duplex for sale,"@ Sars Junction/happy Bite, Obio-Akpor, Rivers",Detached Duplex,220000000,44000000,5,6,High,23/02/2026,23/02/2026,2026-02,port-harcourt
Mixed-use land for sale,"Just 15 Minutes Drive From Funaab, Odeda, Ogun",Mixed-use Land,950000,0,0,0,Low,23/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom flat / apartment for sale,"Abijo, Ajah, Lagos",Flat / Apartment,45000000,22500000,2,2,Mid,23/04/2025,23/02/2026,2025-04,port-harcourt
4 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos",Terraced Duplex,105000000,26250000,4,3,High,23/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom flat / apartment for sale,"Off Ozumba Mbadiwe Ave, Victoria Island (VI), Lagos",Flat / Apartment,550000000,275000000,2,2,High,19/06/2025,18/02/2026,2025-06,port-harcourt
Commercial land for sale,"Facing Expressway, Ologolo, Lekki, Lagos",Commercial Land,800000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,port-harcourt
Residential land for sale,"Ido Lga This Estate Is In A Buy And Build Environment With C Of O, Ibadan, Oyo",Residential Land,4250000,0,0,0,Low,23/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom house for sale,"Sangotedo, Ajah, Lagos",House,100000000,50000000,2,2,High,15/02/2026,21/02/2026,2026-02,port-harcourt
Land for sale,"Sabo, Yaba, Lagos",Land,1300000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,port-harcourt
4 bedroom house for sale,"Sangotedo, Sangotedo, Ajah, Lagos",House,100000000,25000000,4,4,High,23/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos",Terraced Duplex,90000000,45000000,2,2,High,23/02/2026,23/02/2026,2026-02,port-harcourt
3 bedroom terraced duplex for sale,"Main, Katampe Extension, Katampe, Abuja",Terraced Duplex,2000000000,666666666.7,3,3,High,23/02/2026,23/02/2026,2026-02,port-harcourt
Residential land for sale,"Diplomatic Zone, Katampe Extension, Katampe, Abuja",Residential Land,3500000000,0,0,0,High,15/11/2025,02/02/2026,2025-11,port-harcourt
2 bedroom flat / apartment for sale,"Ikate, Ikate Elegushi, Lekki, Lagos",Flat / Apartment,250000000,125000000,2,2,High,12/02/2026,12/02/2026,2026-02,port-harcourt
Residential land for sale,"Estate Plot, Galadimawa, Abuja",Residential Land,85000000,0,0,0,High,23/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom house for sale,"Victoria Island (VI), Lagos",House,400000000,200000000,2,2,High,17/02/2026,17/02/2026,2026-02,port-harcourt
30 bedroom house for sale,"Life Camp, Abuja",House,11500000000,383333333.3,30,31,High,15/02/2025,02/02/2026,2025-02,port-harcourt
Mixed-use land for sale,"Scc, Jabi, Abuja",Mixed-use Land,3200000000,0,0,0,High,01/01/2026,02/02/2026,2026-01,port-harcourt
School for sale,"Gwarinpa Main, Gwarinpa, Abuja",School,27000000000,0,0,100,High,07/01/2026,02/02/2026,2026-01,port-harcourt
5 bedroom detached duplex for sale,"Maitama Main, Maitama District, Abuja",Detached Duplex,3500000000,700000000,5,6,High,08/02/2026,08/02/2026,2026-02,port-harcourt
Residential land for sale,"Genesis Court Estate, Badore, Ajah, Lagos",Residential Land,220000,0,0,0,Low,23/02/2026,23/02/2026,2026-02,port-harcourt
3 bedroom block of flats for sale,"After Kado Fish Market, Life Camp, Abuja",Block of Flats,1500000000,500000000,3,4,High,17/02/2026,17/02/2026,2026-02,port-harcourt
2 bedroom block of flats for sale,"Extension 3 By Living Faith Church, FO1 Layout, Kubwa, Abuja",Block of Flats,600000000,300000000,2,3,High,17/02/2026,17/02/2026,2026-02,port-harcourt
Residential land for sale,"Whitehills Beachfront Estate, Ode Omi, Ibeju Lekki, Lagos",Residential Land,4000000,0,0,0,Low,14/11/2024,09/02/2026,2024-11,port-harcourt
3 bedroom detached duplex for sale,"A Property Of 3 Bedroom Duplex, Sitting On 360sqr Metres Land.  Locati, Surulere, Lagos",Detached Duplex,180000000,60000000,3,3,High,23/02/2026,23/02/2026,2026-02,port-harcourt
Residential land for sale,"Ibusa, Asaba, Delta",Residential Land,5500000,0,0,0,Low,27/04/2025,23/02/2026,2025-04,port-harcourt
1 bedroom mini flat (room and parlour) for sale,"Along Chevron Drive, Lekki, Lagos",Mini Flat (Room and Parlour),60000000,60000000,1,1,High,19/02/2026,23/02/2026,2026-02,port-harcourt
4 bedroom terraced duplex for sale,"Ogombo, Ajah, Lagos",Terraced Duplex,90000000,22500000,4,4,High,21/02/2026,23/02/2026,2026-02,port-harcourt
Mixed-use land for sale,"Igando, Ibeju Lekki, Lagos",Mixed-use Land,35000000,0,0,0,Mid,23/02/2026,23/02/2026,2026-02,port-harcourt
Mixed-use land for sale,"Blenco Supermarket, Sangotedo, Ajah, Lagos",Mixed-use Land,230000000,0,0,0,High,14/12/2025,23/02/2026,2025-12,port-harcourt
Residential land for sale,"Abraham Adesanya, Ajah, Lagos",Residential Land,80000000,0,0,0,High,08/01/2026,23/02/2026,2026-01,port-harcourt
Residential land for sale,"Mainland Park Estate, Mowe Ofada, Ogun",Residential Land,15000000,0,0,0,Mid,11/12/2025,23/02/2026,2025-12,port-harcourt
2 bedroom block of flats for sale,"Ologolo, Lekki, Lagos",Block of Flats,100000000,50000000,2,2,High,28/01/2026,23/02/2026,2026-01,port-harcourt
2 bedroom block of flats for sale,"Nova Court New Road, Ologolo, Lekki, Lagos",Block of Flats,110000000,55000000,2,2,High,31/01/2026,23/02/2026,2026-01,port-harcourt
3 bedroom flat / apartment for sale,"Osapa London, Lekki, Lagos",Flat / Apartment,210000000,70000000,3,3,High,23/02/2026,23/02/2026,2026-02,port-harcourt
Residential land for sale,"Banana Island, Ikoyi, Lagos",Residential Land,9100000000,0,0,0,High,12/02/2026,12/02/2026,2026-02,port-harcourt
2 bedroom flat / apartment for sale,"VGC, Lekki, Lagos",Flat / Apartment,68000000,34000000,2,2,High,20/02/2026,23/02/2026,2026-02,port-harcourt
Land for sale,"New Parkview Extension, Parkview, Ikoyi, Lagos",Land,1400000000,0,0,0,High,12/02/2026,12/02/2026,2026-02,port-harcourt
6 bedroom house for sale,"Banana Island, Ikoyi, Lagos",House,3500000000,583333333.3,6,8,High,13/02/2026,13/02/2026,2026-02,port-harcourt
2 bedroom flat / apartment for sale,"Oniru Estate, Oniru, Victoria Island (VI), Lagos",Flat / Apartment,310000000,155000000,2,2,High,14/02/2026,14/02/2026,2026-02,port-harcourt
3 bedroom flat / apartment for sale,"Victoria Island, Eko Atlantic City, Lagos",Flat / Apartment,,,3,3,,17/02/2026,17/02/2026,2026-02,port-harcourt
4 bedroom house for sale,"Orchid Road, Lekki, Lagos",House,140000000,35000000,4,4,High,23/02/2026,23/02/2026,2026-02,port-harcourt
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,300000000,100000000,3,3,High,23/02/2026,23/02/2026,2026-02,port-harcourt
3 bedroom flat / apartment for sale,"W/t Estate, Ologolo, Lekki, Lagos",Flat / Apartment,130000000,43333333.33,3,3,High,23/02/2026,23/02/2026,2026-02,port-harcourt
3 bedroom block of flats for sale,"Gilmor, Jahi, Abuja",Block of Flats,115000000,38333333.33,3,4,High,06/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom block of flats for sale,"Durumi, Abuja",Block of Flats,77000000,38500000,2,3,High,06/02/2026,23/02/2026,2026-02,port-harcourt
24 bedroom hotel / guest house for sale,"Along Eleyele Sango Road, Eleyele, Ibadan, Oyo",Hotel / Guest House,650000000,27083333.33,24,24,High,06/12/2024,01/02/2026,2024-12,port-harcourt
2 bedroom flat / apartment for sale,"Life Camp, Abuja",Flat / Apartment,90000000,45000000,2,3,High,10/02/2026,23/02/2026,2026-02,port-harcourt
5 bedroom detached duplex for sale,"Npf Estate, Satellite Town, Ojo, Lagos",Detached Duplex,160000000,32000000,5,5,High,23/02/2026,23/02/2026,2026-02,port-harcourt
12 bedroom flat / apartment for sale,"Arab Road, Kubwa, Abuja",Flat / Apartment,410000000,34166666.67,12,12,High,23/02/2026,23/02/2026,2026-02,port-harcourt
4 bedroom semi-detached duplex for sale,"Ikota Gra, Ikota, Lekki, Lagos",Semi-detached Duplex,170000000,42500000,4,5,High,10/02/2026,10/02/2026,2026-02,port-harcourt
4 bedroom house for sale,"Ikate, Lekki, Lagos",House,399000000,99750000,4,4,High,28/11/2025,15/02/2026,2025-11,port-harcourt
5 bedroom detached duplex for sale,"Ikota, Ikota, Lekki, Lagos",Detached Duplex,400000000,80000000,5,6,High,23/02/2026,23/02/2026,2026-02,port-harcourt
4 bedroom house for sale,"Akinsanya Street, Ojodu, Lagos",House,270000000,67500000,4,4,High,20/02/2026,23/02/2026,2026-02,port-harcourt
2 bedroom house for sale,"Ikate, Lekki, Lagos",House,130000000,65000000,2,2,High,23/02/2026,23/02/2026,2026-02,port-harcourt
3 bedroom flat / apartment for sale,"Off Bisola Durosimi Etti, Lekki Phase 1, Lekki, Lagos",Flat / Apartment,480000000,160000000,3,3,High,17/09/2025,23/02/2026,2025-09,port-harcourt
4 bedroom house for sale,"Abah Johnson Crescent, Akora Estate, Adeniyi Jones, Ikeja, Lagos",House,320000000,80000000,4,1,High,02/02/2026,11/02/2026,2026-02,port-harcourt
4 bedroom house for sale,"Parkview, Ikoyi, Lagos",House,1050000000,262500000,4,4,High,28/12/2025,02/02/2026,2025-12,port-harcourt
6 bedroom house for sale,"Ajao Road Off Ogunlana Drive, Surulere, Lagos",House,425000000,70833333.33,6,6,High,26/01/2026,26/01/2026,2026-01,port-harcourt
4 bedroom semi-detached duplex for sale,"Greenland Estate, Mende, Maryland, Lagos",Semi-detached Duplex,265000000,66250000,4,4,High,10/11/2025,09/02/2026,2025-11,port-harcourt
Shop for sale,"Kubwa, Abuja",Shop,8000000,0,0,0,Low,27/10/2025,21/02/2026,2025-10,port-harcourt
2 bedroom flat / apartment for sale,"Off Aro, Ologolo, Lekki, Lagos",Flat / Apartment,125000000,62500000,2,2,High,30/01/2026,09/02/2026,2026-01,port-harcourt
4 bedroom detached duplex for sale,"Close 13, Road 3, VGC, Lekki, Lagos",Detached Duplex,479999999,119999999.8,4,5,High,11/11/2025,22/01/2026,2025-11,port-harcourt
Residential land for sale,"Riverview Lolite Estate Phase 2 Extension Before Four Corner Junction, Nkanu, Enugu",Residential Land,27000000,0,0,0,Mid,30/11/2025,23/02/2026,2025-11,enugu
Residential land for sale,"New Independent Layout., Enugu, Enugu",Residential Land,30000000,0,0,0,Mid,22/02/2026,22/02/2026,2026-02,enugu
4 bedroom terraced duplex for sale,"Independence Layout Phase Two, Enugu, Enugu",Terraced Duplex,115000000,28750000,4,4,High,21/02/2026,21/02/2026,2026-02,enugu
Residential land for sale,"Hilltop Villa Riverview Lolite Estate Phase 2 Extension, Enugu, Enugu",Residential Land,20000000,0,0,0,Mid,24/11/2025,20/02/2026,2025-11,enugu
5 bedroom detached duplex for sale,"Valley Estate Old Gra, GRA, Enugu, Enugu",Detached Duplex,200000000,40000000,5,6,High,19/11/2025,20/02/2026,2025-11,enugu
5 bedroom house for sale,"Godfrey Okoye, Thinkers Corner, Enugu, Enugu",House,180000000,36000000,5,6,High,27/11/2025,20/02/2026,2025-11,enugu
Residential land for sale,"Republic Estate, Independence Layout, Enugu, Enugu",Residential Land,150000000,0,0,0,High,28/11/2025,20/02/2026,2025-11,enugu
Mixed-use land for sale,"Inside Esut Front Gate, Nkanu, Enugu",Mixed-use Land,27000000,0,0,0,Mid,02/12/2025,20/02/2026,2025-12,enugu
6 bedroom detached duplex for sale,"Golf Estate, GRA, Enugu, Enugu",Detached Duplex,160000000,26666666.67,6,7,High,27/11/2025,20/02/2026,2025-11,enugu
