title,location,area_bucket,property_type,price,bedrooms,bathrooms,added_date,updated_date,month_posted,state,price_category
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,370000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Chevron Lekki, Lekki, Lagos",Lekki,Detached Duplex,350000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Ikota By Mobil Road , Lekki, Lagos, Ikota, Lekki, Lagos",Lekki,Terraced Duplex,150000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom terraced bungalow for sale,"Hrc Estate, VGC, Lekki, Lagos",Lekki,Bungalow,80000000,3,,22/02/2026,22/02/2026,2026-02,Lagos,Low
3 bedroom house for sale,"Ijedodo Area Before Ijegun, Isolo, Lagos",Isolo Axis,House,45000000,3,,22/02/2026,22/02/2026,2026-02,Lagos,Low
6 bedroom detached duplex for sale,"Banana Island, Ikoyi, Lagos",Ikoyi,Detached Duplex,4900000000,6,7,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom terraced duplex for sale,"Ajah, Lagos",Ajah,Terraced Duplex,125000000,3,4,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Ikeja, Lagos",Ikeja,Flat,140000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Very Nice Estate, Ologolo, Lekki, Lagos",Lekki,Semi-Detached Duplex,150000000,4,5,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"GRA Phase 2, Magodo, Lagos",Ikeja,Semi-Detached Duplex,650000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Ikeja, Lagos",Ikeja,Flat,155000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",Ikoyi,Terraced Duplex,450000000,4,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom house for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,House,2100000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"GRA Phase 2, Magodo, Lagos",Ikeja,Detached Duplex,580000000,5,5,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Chevron, Lekki, Lagos",Lekki,Terraced Duplex,200000000,4,,20/02/2026,20/02/2026,2026-02,Lagos,Low
4 bedroom detached duplex for sale,"Orchid Lekki, Lekki, Lagos",Lekki,Detached Duplex,250000000,4,,21/02/2026,21/02/2026,2026-02,Lagos,Low
3 bedroom house for sale,"Phase 1, Lekki Phase 1, Lekki, Lagos",Lekki,House,300000000,3,,21/02/2026,21/02/2026,2026-02,Lagos,High
2 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Terraced Duplex,305000000,2,,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom detached duplex for sale,"Lekki, Lagos",Lekki,Detached Duplex,300000000,3,4,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom semi-detached duplex for sale,"Parkview, Ikoyi, Lagos",Ikoyi,Semi-Detached Duplex,1300000000,5,5,11/06/2025,21/02/2026,2025-06,Lagos,High
10 bedroom house for sale,"Opebi St, Ikeja, Lagos",Ikeja,House,1500000000,10,,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Isheri By Bucknor Estate, Isolo, Lagos",Isolo Axis,Detached Duplex,130000000,5,,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Ikeja, Lagos",Ikeja,Terraced Duplex,330000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Off Herbert Macaulay Way, Yaba, Lagos",Mainland,Flat,140000000,3,3,09/02/2026,11/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",Lekki,Detached Duplex,400000000,5,5,16/12/2025,18/12/2025,2025-12,Lagos,High
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",Lekki,Detached Duplex,680000000,5,5,17/12/2025,18/12/2025,2025-12,Lagos,High
5 bedroom detached duplex for sale,"Adeniyi Jones, Ikeja GRA, Ikeja, Lagos",Ikeja,Detached Duplex,450000000,5,6,19/08/2025,22/02/2026,2025-08,Lagos,High
4 bedroom detached duplex for sale,"Ajah, Lagos",Ajah,Detached Duplex,198000000,4,5,02/11/2025,22/02/2026,2025-11,Lagos,Low
4 bedroom semi-detached duplex for sale,"Lekki Phase 2, Lekki, Lagos",Lekki,Semi-Detached Duplex,100000000,4,5,11/12/2025,22/02/2026,2025-12,Lagos,Low
5 bedroom detached duplex for sale,"Chevron, Lekki Phase 2, Lekki, Lagos",Lekki,Detached Duplex,630000000,5,6,29/12/2025,22/02/2026,2025-12,Lagos,High
4 bedroom semi-detached duplex for sale,"Adeniyi Jones, Ikeja, Lagos",Ikeja,Semi-Detached Duplex,390000000,4,,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom block of flats for sale,"Buy Today. Appreciate Tomorrow. Lekki Phase 1 At Its Finest., Lekki Phase 1, Lekki, Lagos",Lekki,Block Of Flats,400000000,4,4,22/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom block of flats for sale,"Fully Furnished Or Blank Canvas, Your Luxury Home Or Start Here, Lekki Phase 1, Lekki, Lagos",Lekki,Block Of Flats,300000000,3,3,22/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom terraced duplex for sale,"By Abraham Adesanya Area, Ajah, Lagos",Ajah,Terraced Duplex,90000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom block of flats for sale,"Not Just A Home A Smart Asset., Lekki Phase 1, Lekki, Lagos",Lekki,Block Of Flats,290000000,2,2,22/02/2026,23/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Peaceville Estate, Idado, Lekki, Lagos",Lekki,Detached Duplex,1500000000,5,6,23/01/2026,23/01/2026,2026-01,Lagos,High
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos",Ikeja,Detached Duplex,180000000,4,4,07/06/2025,22/02/2026,2025-06,Lagos,Low
3 bedroom block of flats for sale,"Prime Address. Flexible Payment. Solid Opportunity., Lekki Phase 1, Lekki, Lagos",Lekki,Block Of Flats,250000000,3,3,22/02/2026,23/02/2026,2026-02,Lagos,Low
Residential land for sale,"Old Ikoyi, Ikoyi, Lagos",Ikoyi,Land,750000000,,,22/02/2026,22/02/2026,2026-02,Lagos,High
3 bedroom block of flats for sale,"Ikate Lekki, Lekki, Lagos",Lekki,Block Of Flats,250000000,3,,22/02/2026,22/02/2026,2026-02,Lagos,Low
2 bedroom block of flats for sale,"High Demand Address. Premium Finish. Solid Investment., Lekki Phase 1, Lekki, Lagos",Lekki,Block Of Flats,200000000,2,2,22/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom block of flats for sale,"Spar Road. Ikate Lekki Lagos State, Lekki, Lagos",Lekki,Block Of Flats,130000000,2,2,22/02/2026,22/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"GRA, Ogudu, Lagos",Mainland,Terraced Duplex,330000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
Residential land for sale,"VGC, Lekki, Lagos",Lekki,Land,330000000,,,06/01/2026,30/01/2026,2026-01,Lagos,High
5 bedroom detached duplex for sale,"Honeybrooks Estate, Isheri North, Lagos",Isheri/OPIC Axis,Detached Duplex,350000000,5,5,14/01/2026,30/01/2026,2026-01,Lagos,High
4 bedroom semi-detached duplex for sale,"GRA Phase 2, Magodo, Lagos",Ikeja,Semi-Detached Duplex,450000000,4,4,17/02/2026,17/02/2026,2026-02,Lagos,High
2 bedroom block of flats for sale,"Prime Ikate. Premium Finish. Limited Units. Dont Miss This Solid., Ikate, Lekki, Lagos",Lekki,Block Of Flats,260000000,2,2,22/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom block of flats for sale,"Secure Minestate Alpha Beach Road Lekki Lagos, Lekki, Lagos",Lekki,Block Of Flats,80000000,3,3,22/02/2026,22/02/2026,2026-02,Lagos,Low
Residential land for sale,"Ikeja GRA, Ikeja, Lagos",Ikeja,Land,2700000000,,,18/02/2026,18/02/2026,2026-02,Lagos,High
9 bedroom house for sale,"Off Ikotun Road, Egbe, Lagos",Alimosho Axis,House,130000000,9,,11/02/2026,20/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Eletu Avenue, Osapa, Lekki, Lagos",Lekki,Flat,155000000,2,2,08/03/2025,21/02/2026,2025-03,Lagos,Low
5 bedroom detached duplex for sale,"Ikota, Lekki, Lagos",Lekki,Detached Duplex,290000000,5,5,06/03/2025,21/02/2026,2025-03,Lagos,High
2 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,220000000,2,2,26/08/2024,21/02/2026,2024-08,Lagos,Low
4 bedroom terraced duplex for sale,"Ikoyi, Lagos",Ikoyi,Terraced Duplex,650000000,4,4,27/08/2025,23/02/2026,2025-08,Lagos,High
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos",Ikeja,Detached Duplex,400000000,4,4,23/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom flat / apartment for sale,"Ikoyi, Lagos",Ikoyi,Flat,750000000,4,5,27/08/2025,23/02/2026,2025-08,Lagos,High
3 bedroom flat / apartment for sale,"Ikoyi, Lagos",Ikoyi,Flat,780000000,3,3,27/08/2025,23/02/2026,2025-08,Lagos,High
Restaurant / bar for sale,"Cele Egbe, Ikotun, Lagos",Alimosho Axis,Commercial Property,95000000,,,23/02/2026,23/02/2026,2026-02,Lagos,Low
6 bedroom house for sale,"Tokunbo Macaulay, Magodo, Lagos",Ikeja,House,750000000,6,7,21/10/2025,15/02/2026,2025-10,Lagos,High
Land for sale,"Orile, Lagos",Festac/Ojo Axis,Land,2900000000,,,19/11/2025,10/02/2026,2025-11,Lagos,High
Land for sale,"Perinwinkle Estate, Lekki, Lagos",Lekki,Land,1400000000,,,06/02/2026,06/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,170000000,2,2,10/02/2026,10/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,305000000,2,2,10/02/2026,10/02/2026,2026-02,Lagos,High
Newly Built 2 Bedroom Apartment With Elevator,Lekki Phase 1 Lekki Lagos,Lekki,Flat,305000000,2,2,19/01/2026,18/02/2026,2026-01,Lagos,High
4 bedroom terraced duplex for sale,"GRA Phase 1, Magodo, Lagos",Ikeja,Terraced Duplex,310000000,4,5,23/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom block of flats for sale,"Akoka, Yaba, Lagos",Mainland,Block Of Flats,350000000,3,3,23/02/2026,23/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,300000000,2,3,09/09/2025,23/02/2026,2025-09,Lagos,High
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate Ikate, Ikate, Lekki, Lagos",Lekki,Semi-Detached Duplex,950000000,5,6,23/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Terraced Duplex,650000000,4,5,09/09/2025,23/02/2026,2025-09,Lagos,High
4 bedroom detached duplex for sale,"Omole Phase 1, Ikeja, Lagos",Ikeja,Detached Duplex,650000000,4,4,27/01/2026,23/02/2026,2026-01,Lagos,High
3 bedroom flat / apartment for sale,"Off Molade Okoya Thomas, Victoria Island (VI), Lagos",Victoria Island,Flat,700000000,3,4,02/09/2025,23/02/2026,2025-09,Lagos,High
3 bedroom flat / apartment for sale,"Off Landbridge Avenue, Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,600000000,3,4,02/09/2025,23/02/2026,2025-09,Lagos,High
Commercial land for sale,"Blenco Supermarket, Ogidan Sangotedo, Lekki Expressway, Lekki, Lagos",Ajah,Land,450000000,,,21/02/2026,21/02/2026,2026-02,Lagos,High
Commercial land for sale,"General Paint Axis Lekki Epe Expressway, Lekki Expressway, Lekki, Lagos",Lekki,Land,3500000000,,,16/02/2026,21/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Spar Road, Ikate, Ikate, Lekki, Lagos",Lekki,Flat,140000000,2,2,23/02/2026,23/02/2026,2026-02,Lagos,Low
Residential land for sale,"Ablag Road, Sangotedo, Ajah, Lagos",Ajah,Land,2000000000,,,10/02/2026,16/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Saka Tinubu, Victoria Island (VI), Lagos",Victoria Island,Flat,450000000,2,3,02/09/2025,23/02/2026,2025-09,Lagos,High
1 bedroom block of flats for sale,"Ologolo, Lekki, Lagos",Lekki,Block Of Flats,60000000,1,2,23/02/2026,23/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Megamound Estate, Ikota, Lekki, Lagos",Lekki,Detached Duplex,410000000,5,5,17/02/2026,21/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,600000000,3,5,02/09/2025,23/02/2026,2025-09,Lagos,High
2 bedroom flat / apartment for sale,"Off Ademola Adetokunbo, Victoria Island (VI), Lagos",Victoria Island,Flat,280000000,2,1,02/09/2025,23/02/2026,2025-09,Lagos,High
5 bedroom detached bungalow for sale,"Unilag Estate, Magodo Isheri, GRA Phase 1, Magodo, Lagos",Ikeja,Bungalow,105000000,5,5,23/02/2026,23/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"VGC, Lekki, Lagos",Lekki,Detached Duplex,1500000000,5,5,23/02/2026,23/02/2026,2026-02,Lagos,High
1 bedroom mini flat (room and parlour) for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Mini Flat,180000000,1,2,28/08/2025,23/02/2026,2025-08,Lagos,Low
5 bedroom detached duplex for sale,"Ologolo, Lekki, Lagos",Lekki,Detached Duplex,430000000,5,6,23/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,500000000,3,,28/08/2025,23/02/2026,2025-08,Lagos,High
4 bedroom semi-detached duplex for sale,"Ikota, Ikota, Lekki, Lagos",Lekki,Semi-Detached Duplex,180000000,4,5,23/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Lekki, Lagos",Lekki,Semi-Detached Duplex,650000000,4,4,22/08/2025,23/02/2026,2025-08,Lagos,High
5 bedroom detached duplex for sale,"Lekki, Lagos",Lekki,Detached Duplex,800000000,5,6,22/08/2025,23/02/2026,2025-08,Lagos,High
2 bedroom flat / apartment for sale,"Off Eko Hotel, Victoria Island (VI), Lagos",Victoria Island,Flat,450000000,2,3,22/08/2025,23/02/2026,2025-08,Lagos,High
2 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,305000000,2,3,22/08/2025,23/02/2026,2025-08,Lagos,High
3 bedroom house for sale,"Igbogbo, Ikorodu, Lagos",Ikorodu,House,23000000,3,4,16/02/2026,16/02/2026,2026-02,Lagos,Low
3 bedroom flat / apartment for sale,"Off Ademola Adetokunbo, Victoria Island (VI), Lagos",Victoria Island,Flat,470000000,3,4,22/08/2025,23/02/2026,2025-08,Lagos,High
4 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Ikate, Lekki, Lagos",Lekki,Semi-Detached Duplex,750000000,4,4,26/09/2025,16/02/2026,2025-09,Lagos,High
2 bedroom flat / apartment for sale,"Sawmill, Gbagada, Lagos",Mainland,Flat,70000000,2,2,06/02/2026,11/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Eko Atlantic City, Victoria Island (VI), Lagos",Victoria Island,Flat,650000000,2,2,23/11/2025,16/02/2026,2025-11,Lagos,High
3 bedroom flat / apartment for sale,"Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,450000000,3,4,22/08/2025,23/02/2026,2025-08,Lagos,High
4 bedroom semi-detached duplex for sale,"Phrs One, GRA, Ogudu, Lagos",Mainland,Semi-Detached Duplex,550000000,4,4,23/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Haven Pearl Estate, Haven Homes, Lekki Phase 1, Lekki, Lagos",Lekki,Flat,400000000,3,3,09/01/2026,23/02/2026,2026-01,Lagos,High
4 bedroom flat / apartment for sale,"Off Ozumba Mbadiwe Avenue, Victoria Island (VI), Lagos",Victoria Island,Flat,1500000000,4,4,13/03/2024,18/02/2026,2024-03,Lagos,High
1 bedroom flat / apartment for sale,"Victoria Island, Eko Atlantic City, Lagos",Victoria Island,Flat,420000000,1,1,12/06/2025,16/02/2026,2025-06,Lagos,High
4 bedroom house for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,House,700000000,4,4,31/01/2025,22/02/2026,2025-01,Lagos,High
4 bedroom terraced duplex for sale,"In A Serene And Secured Estate, Oregun, Ikeja, Lagos",Ikeja,Terraced Duplex,290000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"In A Serene And Secured Estate, Adeniyi Jones, Ikeja, Lagos",Ikeja,Detached Duplex,285000000,4,4,22/02/2026,22/02/2026,2026-02,Lagos,High
5 bedroom semi-detached duplex for sale,"Cowrie Creek Estate, Lekki, Lagos",Lekki,Semi-Detached Duplex,850000000,5,5,04/04/2024,23/02/2026,2024-04,Lagos,High
Block of flats for sale,"Ogba, Ikeja, Lagos",Ikeja,Block Of Flats,600000000,,,22/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Paradise 2 Estate Chevron Alternative Route, Lekki, Lagos",Lekki,Terraced Duplex,155000000,4,4,22/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",Lekki,Terraced Duplex,260000000,4,4,23/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Lekki, Lagos",Lekki,Terraced Duplex,480000000,4,4,23/02/2026,23/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Ojodu Berger, Ojodu, Lagos",Ikeja,Detached Duplex,390000000,5,5,23/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom terraced duplex for sale,"Ikate, Lekki, Lagos",Lekki,Terraced Duplex,370000000,4,4,23/02/2026,23/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Abijo, Ajah, Lagos",Ajah,Flat,45000000,2,2,23/04/2025,23/02/2026,2025-04,Lagos,Low
4 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos",Lekki,Terraced Duplex,105000000,4,3,23/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Off Ozumba Mbadiwe Ave, Victoria Island (VI), Lagos",Victoria Island,Flat,550000000,2,2,19/06/2025,18/02/2026,2025-06,Lagos,High
Commercial land for sale,"Facing Expressway, Ologolo, Lekki, Lagos",Lekki,Land,800000000,,,23/02/2026,23/02/2026,2026-02,Lagos,High
2 bedroom house for sale,"Sangotedo, Ajah, Lagos",Ajah,House,100000000,2,2,15/02/2026,21/02/2026,2026-02,Lagos,Low
Land for sale,"Sabo, Yaba, Lagos",Mainland,Land,1300000000,,,23/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom house for sale,"Sangotedo, Sangotedo, Ajah, Lagos",Ajah,House,100000000,4,4,23/02/2026,23/02/2026,2026-02,Lagos,Low
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki, Lagos",Lekki,Flat,340000000,3,3,23/02/2026,23/02/2026,2026-02,Lagos,High
2 bedroom terraced duplex for sale,"Lekki Phase 2, Lekki, Lagos",Lekki,Terraced Duplex,90000000,2,2,23/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"Ikate, Ikate Elegushi, Lekki, Lagos",Lekki,Flat,250000000,2,2,12/02/2026,12/02/2026,2026-02,Lagos,Low
2 bedroom house for sale,"Victoria Island (VI), Lagos",Victoria Island,House,400000000,2,2,17/02/2026,17/02/2026,2026-02,Lagos,High
4 bedroom detached duplex for sale,"Ogba, Ikeja, Lagos",Ikeja,Detached Duplex,380000000,4,,23/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom detached duplex for sale,"A Property Of 3 Bedroom Duplex, Sitting On 360sqr Metres Land. Locati, Surulere, Lagos",Mainland,Detached Duplex,180000000,3,,23/02/2026,23/02/2026,2026-02,Lagos,Low
1 bedroom mini flat (room and parlour) for sale,"Along Chevron Drive, Lekki, Lagos",Lekki,Mini Flat,60000000,1,1,19/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom terraced duplex for sale,"Ogombo, Ajah, Lagos",Ajah,Terraced Duplex,90000000,4,4,21/02/2026,23/02/2026,2026-02,Lagos,Low
Mixed-use land for sale,"Igando, Ibeju Lekki, Lagos",Lekki,Land,35000000,,,23/02/2026,23/02/2026,2026-02,Lagos,Low
Mixed-use land for sale,"Blenco Supermarket, Sangotedo, Ajah, Lagos",Ajah,Land,230000000,,,14/12/2025,23/02/2026,2025-12,Lagos,Low
Residential land for sale,"Abraham Adesanya, Ajah, Lagos",Ajah,Land,80000000,,,08/01/2026,23/02/2026,2026-01,Lagos,Low
4 bedroom terraced duplex for sale,"Oregun, Ikeja, Lagos",Ikeja,Terraced Duplex,290000000,4,4,10/12/2025,17/02/2026,2025-12,Lagos,High
2 bedroom block of flats for sale,"Ologolo, Lekki, Lagos",Lekki,Block Of Flats,100000000,2,2,28/01/2026,23/02/2026,2026-01,Lagos,Low
2 bedroom block of flats for sale,"Nova Court New Road, Ologolo, Lekki, Lagos",Lekki,Block Of Flats,110000000,2,2,31/01/2026,23/02/2026,2026-01,Lagos,Low
3 bedroom flat / apartment for sale,"Osapa London, Lekki, Lagos",Lekki,Flat,210000000,3,3,23/02/2026,23/02/2026,2026-02,Lagos,Low
2 bedroom flat / apartment for sale,"VGC, Lekki, Lagos",Lekki,Flat,68000000,2,2,20/02/2026,23/02/2026,2026-02,Lagos,Low
Land for sale,"New Parkview Extension, Parkview, Ikoyi, Lagos",Ikoyi,Land,1400000000,,,12/02/2026,12/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Lekki,Flat,270000000,3,3,23/02/2026,23/02/2026,2026-02,Lagos,High
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,270000000,5,5,23/02/2026,23/02/2026,2026-02,Lagos,High
6 bedroom house for sale,"Banana Island, Ikoyi, Lagos",Ikoyi,House,3500000000,6,8,13/02/2026,13/02/2026,2026-02,Lagos,High
2 bedroom flat / apartment for sale,"Oniru Estate, Oniru, Victoria Island (VI), Lagos",Victoria Island,Flat,310000000,2,2,14/02/2026,14/02/2026,2026-02,Lagos,High
4 bedroom house for sale,"Orchid Road, Lekki, Lagos",Lekki,House,140000000,4,,23/02/2026,23/02/2026,2026-02,Lagos,Low
4 bedroom semi-detached duplex for sale,"Ikota, Lekki, Lagos",Lekki,Semi-Detached Duplex,180000000,4,5,23/02/2026,23/02/2026,2026-02,Lagos,Low
3 bedroom flat / apartment for sale,"Lekki Phase 1, Lekki Phase 1, Lekki, Lagos",Lekki,Flat,300000000,3,3,23/02/2026,23/02/2026,2026-02,Lagos,High
3 bedroom flat / apartment for sale,"W/t Estate, Ologolo, Lekki, Lagos",Lekki,Flat,130000000,3,,23/02/2026,23/02/2026,2026-02,Lagos,Low
3 bedroom flat / apartment for sale,"Ikoyi, Lagos",Ikoyi,Flat,1300000000,3,4,27/08/2025,23/02/2026,2025-08,Lagos,High
5 bedroom detached duplex for sale,"Npf Estate, Satellite Town, Ojo, Lagos",Festac/Ojo Axis,Detached Duplex,160000000,5,,23/02/2026,23/02/2026,2026-02,Lagos,Low
5 bedroom detached duplex for sale,"Chevron, Lekki, Lagos",Lekki,Detached Duplex,500000000,5,5,23/02/2026,23/02/2026,2026-02,Lagos,High
4 bedroom semi-detached duplex for sale,"Ikota Gra, Ikota, Lekki, Lagos",Lekki,Semi-Detached Duplex,170000000,4,5,10/02/2026,10/02/2026,2026-02,Lagos,Low
